instance_id,smell_type,model,prompt,failure_type,suite_regression,before_suites_failed,before_tests_total,before_tests_passed,before_tests_failed,before_tests_skipped,before_tests_todo,after_suites_failed,after_tests_total,after_tests_passed,after_tests_failed,after_tests_skipped,after_tests_todo
2988,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
2989,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,462,455,0,7,0,1,0,0,0,7,0
2990,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,242,242,0,0,0,0,242,242,0,0,0
2991,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,208,207,0,1,0,0,169,168,1,0,0
2992,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
2993,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,525,517,0,8,0,1,0,0,0,8,0
2994,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
2995,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,44,44,0,0,0,1,44,43,1,0,0
2996,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,1694,1694,0,0,0,1,1694,1693,1,0,0
2997,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,1367,1367,0,0,0,1,1367,1366,1,0,0
2998,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,1367,1367,0,0,0,1,1367,1366,1,0,0
2999,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,1367,1367,0,0,0,1,1367,1366,1,0,0
3000,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,1367,1367,0,0,0,1,1367,1366,1,0,0
3001,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3002,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,1367,1367,0,0,0,1,1367,1366,1,0,0
3003,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,1367,1367,0,0,0,1,1367,1366,1,0,0
3004,Exception Handling,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3005,Duplicate Assert,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3006,Duplicate Assert,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3007,Duplicate Assert,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3008,Duplicate Assert,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3009,Duplicate Assert,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3010,Magic Number,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3011,Magic Number,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,242,242,0,0,0,0,242,242,0,0,0
3012,Magic Number,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,208,207,0,1,0,0,208,207,0,1,0
3013,Sleepy Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,1,235,231,1,0,3,1,235,230,2,0,3
3014,Sleepy Test,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,1,235,231,1,0,3,2,235,230,2,0,3
3015,Sleepy Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3016,Sleepy Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3017,Sleepy Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,1,235,231,1,0,3,1,235,231,1,0,3
3018,SubOptimalAssert,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,1367,1367,0,0,0,1,1367,1366,1,0,0
3019,SubOptimalAssert,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3020,SubOptimalAssert,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3021,SubOptimalAssert,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3022,SubOptimalAssert,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1196,1196,0,0,0,0,1196,1196,0,0,0
3023,OvercommentedTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3024,OvercommentedTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3025,OvercommentedTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3026,OvercommentedTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3027,OvercommentedTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3028,AnonymousTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3029,AnonymousTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1367,1367,0,0,0,0,1367,1367,0,0,0
3030,AnonymousTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,202,202,0,0,0,0,202,202,0,0,0
3031,AnonymousTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,202,202,0,0,0,0,202,202,0,0,0
3032,AnonymousTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,202,202,0,0,0,0,202,202,0,0,0
3033,VerboseStatement,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3034,VerboseStatement,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3035,VerboseStatement,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3036,VerboseStatement,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,1694,1694,0,0,0,0,1694,1694,0,0,0
3037,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,1,235,231,1,0,3,2,235,230,2,0,3
3038,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,525,517,0,8,0,0,525,517,0,8,0
3039,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,645,634,0,11,0,0,645,633,0,11,1
3040,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3041,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,645,634,0,11,0,0,645,633,0,11,1
3042,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3043,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3044,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,645,634,0,11,0,0,645,633,0,11,1
3045,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,645,634,0,11,0,0,645,633,0,11,1
3046,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,645,634,0,11,0,0,645,634,0,11,0
3047,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3048,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3049,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3050,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3051,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3052,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,169,168,0,1,0,0,169,168,0,1,0
3053,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,169,168,0,1,0,1,0,0,0,1,0
3054,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,1,159,157,2,0,0,1,159,157,2,0,0
3055,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,47,47,0,0,0,0,47,47,0,0,0
3056,Unknown Test,Qwen 2.5 Coder 32B,Zero-Shot,suites_failed_increase,1,0,47,47,0,0,0,1,47,46,1,0,0
3057,AnonymousTest,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,645,634,0,11,0,0,647,636,0,11,0
3058,VerboseStatement,Qwen 2.5 Coder 32B,Zero-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3059,Duplicate Assert,Qwen 2.5 Coder 32B,Few-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3060,Duplicate Assert,Qwen 2.5 Coder 32B,Few-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3061,Duplicate Assert,Qwen 2.5 Coder 32B,Few-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3062,Duplicate Assert,Qwen 2.5 Coder 32B,Few-Shot,suites_failed_increase,1,0,462,455,0,7,0,1,0,0,0,7,0
3063,Duplicate Assert,Qwen 2.5 Coder 32B,Few-Shot,none,0,0,462,455,0,7,0,0,462,455,0,7,0
3064,Duplicate Assert,Qwen 2.5 Coder 32B,Few-Shot,none,0,0,242,242,0,0,0,0,242,242,0,0,0
3065,Duplicate Assert,Qwen 2.5 Coder 32B,Few-Shot,suites_failed_increase,1,1,159,157,2,0,0,2,159,156,3,0,0
3066,Duplicate Assert,Qwen 2.5 Coder 32B,Few-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
3067,Duplicate Assert,Qwen 2.5 Coder 32B,Few-Shot,none,0,0,3010,3010,0,0,0,0,3010,3010,0,0,0
