file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 12, 'column': 4, 'index': 332}","  10 |     await persister.persist();
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 346, 'column': 4, 'index': 10792}","  344 |     expect(har).to.be.an('object');
  345 |     expect(har.log.entries).to.have.lengthOf(2);
> 346 |     expect(har.log.entries[0].request.url).to.include(orderedRecordUrl(1));
      |    ^ Duplicate Assert
  347 |     expect(har.log.entries[1].request.url).to.include(orderedRecordUrl(2));
  348 |
  349 |     await this.polly.stop();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 347, 'column': 4, 'index': 10868}","  345 |     expect(har.log.entries).to.have.lengthOf(2);
  346 |     expect(har.log.entries[0].request.url).to.include(orderedRecordUrl(1));
> 347 |     expect(har.log.entries[1].request.url).to.include(orderedRecordUrl(2));
      |    ^ Duplicate Assert
  348 |
  349 |     await this.polly.stop();
  350 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 360, 'column': 4, 'index': 11247}","  358 |     har = await this.polly.persister.findRecording(recordingId);
  359 |
> 360 |     expect(har).to.be.an('object');
      |    ^ Duplicate Assert
  361 |     expect(har.log.entries).to.have.lengthOf(4);
  362 |     expect(har.log.entries[0].request.url).to.include(orderedRecordUrl(3));
  363 |     expect(har.log.entries[1].request.url).to.include(orderedRecordUrl(4));"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 361, 'column': 4, 'index': 11283}","  359 |
  360 |     expect(har).to.be.an('object');
> 361 |     expect(har.log.entries).to.have.lengthOf(4);
      |    ^ Duplicate Assert
  362 |     expect(har.log.entries[0].request.url).to.include(orderedRecordUrl(3));
  363 |     expect(har.log.entries[1].request.url).to.include(orderedRecordUrl(4));
  364 |     expect(har.log.entries[2].request.url).to.include(orderedRecordUrl(1));"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 362, 'column': 4, 'index': 11332}","  360 |     expect(har).to.be.an('object');
  361 |     expect(har.log.entries).to.have.lengthOf(4);
> 362 |     expect(har.log.entries[0].request.url).to.include(orderedRecordUrl(3));
      |    ^ Duplicate Assert
  363 |     expect(har.log.entries[1].request.url).to.include(orderedRecordUrl(4));
  364 |     expect(har.log.entries[2].request.url).to.include(orderedRecordUrl(1));
  365 |     expect(har.log.entries[3].request.url).to.include(orderedRecordUrl(2));"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 363, 'column': 4, 'index': 11408}","  361 |     expect(har.log.entries).to.have.lengthOf(4);
  362 |     expect(har.log.entries[0].request.url).to.include(orderedRecordUrl(3));
> 363 |     expect(har.log.entries[1].request.url).to.include(orderedRecordUrl(4));
      |    ^ Duplicate Assert
  364 |     expect(har.log.entries[2].request.url).to.include(orderedRecordUrl(1));
  365 |     expect(har.log.entries[3].request.url).to.include(orderedRecordUrl(2));
  366 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 385, 'column': 4, 'index': 12128}","  383 |     content = har.log.entries[0].response.content;
  384 |
> 385 |     expect(await validate.har(har)).to.be.true;
      |    ^ Duplicate Assert
  386 |     expect(content.encoding).to.be.undefined;
  387 |
  388 |     // Binary content"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 386, 'column': 4, 'index': 12176}","  384 |
  385 |     expect(await validate.har(har)).to.be.true;
> 386 |     expect(content.encoding).to.be.undefined;
      |    ^ Duplicate Assert
  387 |
  388 |     // Binary content
  389 |     server.get(this.recordUrl()).once('beforeResponse', (req, res) => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 400, 'column': 4, 'index': 12562}","  398 |     content = har.log.entries[1].response.content;
  399 |
> 400 |     expect(await validate.har(har)).to.be.true;
      |    ^ Duplicate Assert
  401 |     expect(content.encoding).to.equal('base64');
  402 |
  403 |     // Binary content with no body"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 401, 'column': 4, 'index': 12610}","  399 |
  400 |     expect(await validate.har(har)).to.be.true;
> 401 |     expect(content.encoding).to.equal('base64');
      |    ^ Duplicate Assert
  402 |
  403 |     // Binary content with no body
  404 |     server.get(this.recordUrl()).once('beforeResponse', (req, res) => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 415, 'column': 4, 'index': 12996}","  413 |     content = har.log.entries[2].response.content;
  414 |
> 415 |     expect(await validate.har(har)).to.be.true;
      |    ^ Duplicate Assert
  416 |     expect(content.encoding).to.be.undefined;
  417 |   });
  418 | }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Duplicate Assert,"{'line': 416, 'column': 4, 'index': 13044}","  414 |
  415 |     expect(await validate.har(har)).to.be.true;
> 416 |     expect(content.encoding).to.be.undefined;
      |    ^ Duplicate Assert
  417 |   });
  418 | }
  419 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/persister-tests.js,Exception Handling,"{'line': 203, 'column': 4, 'index': 6031}","  201 |     this.polly.configure({ recordFailedRequests: false });
  202 |
> 203 |     try {
      |    ^ Exception Handling
  204 |       await this.relativeFetch('/echo?status=400');
  205 |       await this.polly.stop();
  206 |     } catch (e) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Conditional Test Logic,"{'line': 244, 'column': 4, 'index': 7271}","  242 |   it('should have resolved requests after flushing', async function () {
  243 |     // The puppeteer adapter has its own implementation of this test
> 244 |     if (this.polly.adapters.has('puppeteer')) {
      |    ^ Conditional Test Logic
  245 |       this.skip();
  246 |     }
  247 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 9, 'column': 6, 'index': 265}","   7 |       let res = await this.fetchRecord();
   8 |
>  9 |       expect(res.status).to.equal(404);
     |      ^ Duplicate Assert
  10 |
  11 |       res = await this.fetchRecord({
  12 |         method: 'POST',"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 17, 'column': 6, 'index': 480}","  15 |       });
  16 |
> 17 |       expect(res.status).to.equal(200);
     |      ^ Duplicate Assert
  18 |
  19 |       res = await this.fetchRecord();
  20 |       const json = await res.json();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 25, 'column': 6, 'index': 706}","  23 |
  24 |       res = await this.fetchRecord({ method: 'DELETE' });
> 25 |       expect(res.status).to.equal(200);
     |      ^ Duplicate Assert
  26 |
  27 |       res = await this.fetchRecord();
  28 |       expect(res.status).to.equal(404);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 28, 'column': 6, 'index': 785}","  26 |
  27 |       res = await this.fetchRecord();
> 28 |       expect(res.status).to.equal(404);
     |      ^ Duplicate Assert
  29 |     };
  30 |
  31 |     this.polly.configure({ recordIfMissing: false });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 96, 'column': 4, 'index': 2796}","  94 |     server.get(this.recordUrl()).passthrough();
  95 |
> 96 |     expect(await persister.findRecording(recordingId)).to.be.null;
     |    ^ Duplicate Assert
  97 |     expect((await this.fetchRecord()).status).to.equal(404);
  98 |     expect(await persister.findRecording(recordingId)).to.be.null;
  99 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 98, 'column': 4, 'index': 2924}","   96 |     expect(await persister.findRecording(recordingId)).to.be.null;
   97 |     expect((await this.fetchRecord()).status).to.equal(404);
>  98 |     expect(await persister.findRecording(recordingId)).to.be.null;
      |    ^ Duplicate Assert
   99 |   });
  100 |
  101 |   it('should be able to intercept when in passthrough mode', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 145, 'column': 4, 'index': 4327}","  143 |       });
  144 |
> 145 |     expect(await persister.findRecording(recordingId)).to.be.null;
      |    ^ Duplicate Assert
  146 |     expect((await this.fetchRecord()).status).to.equal(404);
  147 |     expect(await persister.findRecording(recordingId)).to.be.null;
  148 |     expect(responseCalled).to.be.true;"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 147, 'column': 4, 'index': 4455}","  145 |     expect(await persister.findRecording(recordingId)).to.be.null;
  146 |     expect((await this.fetchRecord()).status).to.equal(404);
> 147 |     expect(await persister.findRecording(recordingId)).to.be.null;
      |    ^ Duplicate Assert
  148 |     expect(responseCalled).to.be.true;
  149 |   });
  150 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 196, 'column': 4, 'index': 5781}","  194 |     expect(replayedEntry).to.be.an('object');
  195 |
> 196 |     expect(entry).to.deep.equal(replayedEntry);
      |    ^ Duplicate Assert
  197 |     expect(entry).to.not.equal(replayedEntry);
  198 |
  199 |     expect(entry.request).to.deep.equal(replayedEntry.request);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 197, 'column': 4, 'index': 5829}","  195 |
  196 |     expect(entry).to.deep.equal(replayedEntry);
> 197 |     expect(entry).to.not.equal(replayedEntry);
      |    ^ Duplicate Assert
  198 |
  199 |     expect(entry.request).to.deep.equal(replayedEntry.request);
  200 |     expect(entry.request).to.not.equal(replayedEntry.request);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 199, 'column': 4, 'index': 5877}","  197 |     expect(entry).to.not.equal(replayedEntry);
  198 |
> 199 |     expect(entry.request).to.deep.equal(replayedEntry.request);
      |    ^ Duplicate Assert
  200 |     expect(entry.request).to.not.equal(replayedEntry.request);
  201 |
  202 |     expect(entry.response).to.deep.equal(replayedEntry.response);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 200, 'column': 4, 'index': 5941}","  198 |
  199 |     expect(entry.request).to.deep.equal(replayedEntry.request);
> 200 |     expect(entry.request).to.not.equal(replayedEntry.request);
      |    ^ Duplicate Assert
  201 |
  202 |     expect(entry.response).to.deep.equal(replayedEntry.response);
  203 |     expect(entry.response).to.not.equal(replayedEntry.response);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 202, 'column': 4, 'index': 6005}","  200 |     expect(entry.request).to.not.equal(replayedEntry.request);
  201 |
> 202 |     expect(entry.response).to.deep.equal(replayedEntry.response);
      |    ^ Duplicate Assert
  203 |     expect(entry.response).to.not.equal(replayedEntry.response);
  204 |
  205 |     expect(entry.response.content).to.deep.equal("
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 203, 'column': 4, 'index': 6071}","  201 |
  202 |     expect(entry.response).to.deep.equal(replayedEntry.response);
> 203 |     expect(entry.response).to.not.equal(replayedEntry.response);
      |    ^ Duplicate Assert
  204 |
  205 |     expect(entry.response.content).to.deep.equal(
  206 |       replayedEntry.response.content"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 205, 'column': 4, 'index': 6137}","  203 |     expect(entry.response).to.not.equal(replayedEntry.response);
  204 |
> 205 |     expect(entry.response.content).to.deep.equal(
      |    ^ Duplicate Assert
  206 |       replayedEntry.response.content
  207 |     );
  208 |     expect(entry.response.content).to.not.equal(replayedEntry.response.content);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Duplicate Assert,"{'line': 208, 'column': 4, 'index': 6231}","  206 |       replayedEntry.response.content
  207 |     );
> 208 |     expect(entry.response.content).to.not.equal(replayedEntry.response.content);
      |    ^ Duplicate Assert
  209 |   });
  210 |
  211 |   it('should emit an error event', async function () {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Exception Handling,"{'line': 219, 'column': 4, 'index': 6556}","  217 |     server.get(this.recordUrl()).on('error', (req, err) => (error = err));
  218 |
> 219 |     try {
      |    ^ Exception Handling
  220 |       await this.fetchRecord();
  221 |     } catch (e) {
  222 |       /* noop */"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Exception Handling,"{'line': 362, 'column': 6, 'index': 10789}","  360 |       server.any().on('error', (req, e) => (error = e));
  361 |
> 362 |       try {
      |      ^ Exception Handling
  363 |         await testExpiration.call(this);
  364 |       } catch (e) {
  365 |         // noop"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Ignored Test,"{'line': 245, 'column': 11, 'index': 7326}","  243 |     // The puppeteer adapter has its own implementation of this test
  244 |     if (this.polly.adapters.has('puppeteer')) {
> 245 |       this.skip();
      |           ^ Ignored Test
  246 |     }
  247 |
  248 |     const { server } = this.polly;"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-tests.js,Ignored Test,"{'line': 277, 'column': 5, 'index': 8124}","  275 |
  276 |   // NOTE: test very unstable because of typicode.com being down
> 277 |   it.skip('should work with CORS requests', async function () {
      |     ^ Ignored Test
  278 |     this.timeout(10000);
  279 |
  280 |     const { server } = this.polly;"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-identifier-tests.js,Conditional Test Logic,"{'line': 283, 'column': 4, 'index': 7381}","  281 |     const [targetRequest] = this.requests;
  282 |
> 283 |     if (targetRequest.identifiers) {
      |    ^ Conditional Test Logic
  284 |       expect(targetRequest.identifiers).to.deep.equal(
  285 |         expectedValue.identifiers
  286 |       );"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-browser-tests.js,Duplicate Assert,"{'line': 21, 'column': 6, 'index': 730}","  19 |
  20 |       // Make sure the form data exists in the identifiers
> 21 |       expect(body).to.include(recordingName);
     |      ^ Duplicate Assert
  22 |
  23 |       expect(body).to.include(`string=${recordingName}`);
  24 |       expect(body).to.include("
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-browser-tests.js,Duplicate Assert,"{'line': 23, 'column': 6, 'index': 777}","  21 |       expect(body).to.include(recordingName);
  22 |
> 23 |       expect(body).to.include(`string=${recordingName}`);
     |      ^ Duplicate Assert
  24 |       expect(body).to.include(
  25 |         `array=${[recordingName, recordingName].toString()}`
  26 |       );"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-browser-tests.js,Duplicate Assert,"{'line': 24, 'column': 6, 'index': 835}","  22 |
  23 |       expect(body).to.include(`string=${recordingName}`);
> 24 |       expect(body).to.include(
     |      ^ Duplicate Assert
  25 |         `array=${[recordingName, recordingName].toString()}`
  26 |       );
  27 |       expect(body).to.include("
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-browser-tests.js,Duplicate Assert,"{'line': 27, 'column': 6, 'index': 936}","  25 |         `array=${[recordingName, recordingName].toString()}`
  26 |       );
> 27 |       expect(body).to.include(
     |      ^ Duplicate Assert
  28 |         `blob=data:text/plain;base64,${btoa(recordingName)}`
  29 |       );
  30 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/tests/integration/adapter-browser-tests.js,Duplicate Assert,"{'line': 31, 'column': 6, 'index': 1038}","  29 |       );
  30 |
> 31 |       expect(body).to.include(
     |      ^ Duplicate Assert
  32 |         `file=data:text/plain;base64,${btoa(recordingName)}`
  33 |       );
  34 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/pollyjs/packages/@pollyjs/utils/tests/unit/utils/url-test.js,Conditional Test Logic,"{'line': 28, 'column': 6, 'index': 859}","  26 |       ['a=1&a=2', { a: ['1', '2'] }],
  27 |       ['foo[bar][baz]=1', { foo: { bar: { baz: '1' } } }]
> 28 |     ].forEach(([query, obj]) => {
     |      ^ Conditional Test Logic
