file,type,line,method,source
/test/test.format-send-data.js,ConditionalTestLogic,"{'startLine':116,'endLine':119}","it('should handle buffer path from fs.readStream', function test() {
    let file;
    try {
      file = fs.createReadStream(Buffer.from(paths.audio));
    } catch (ex) {
      // Older Node.js versions do not support passing a Buffer
      // representation of the path to fs.createReadStream()
      if (ex instanceof TypeError) {
        Promise.resolve();
        return;
      }
    }
    const [{ [type]: data }] = bot._formatSendData('file', file);
    assert.equal(data.options.filename, path.basename(paths.audio));
  })",snuts
/test/telegram.js,AnonymousTest,"{'startLine':303,'endLine':307}","it('initiates polling', function test() {
      return testbot.startPolling().then(() => {
        return utils.isPollingMockServer(pollingPort);
      });
    })",snuts
/test/telegram.js,AnonymousTest,"{'startLine':345,'endLine':349}","it('opens webhook', function test() {
      return testbot.openWebHook().then(() => {
        return utils.hasOpenWebHook(webHookPort);
      });
    })",snuts
/test/telegram.js,AnonymousTest,"{'startLine':377,'endLine':381}","it('closes webhook', function test() {
      testbot.closeWebHook().then(() => {
        return utils.hasOpenWebHook(webHookPort, true);
      });
    })",snuts
/test/telegram.js,IdenticalTestDescription,"{'startLine':587,'endLine':590}","it('returns `null` if missing', function test() {
      // NOTE: '0' is never a valid reply listener ID :)
      assert.strictEqual(null, bot.removeReplyListener(0));
    })",snuts
/test/telegram.js,IdenticalTestDescription,"{'startLine':897,'endLine':904}","it('should send a video from file', function test() {
      const video = `${__dirname}/data/video.mp4`;
      return bot.sendVideoNote(USERID, video, { length: 5 }).then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.object(resp.video));
        videoNoteId = resp.video.file_id;
      });
    })",snuts
/test/telegram.js,IdenticalTestDescription,"{'startLine':905,'endLine':912}","it('should send a video from id', function test() {
      // Send the same videonote as before
      assert.ok(videoNoteId);
      return bot.sendVideoNote(USERID, videoNoteId, { length: 5 }).then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.object(resp.video));
      });
    })",snuts
/test/telegram.js,IdenticalTestDescription,"{'startLine':913,'endLine':919}","it('should send a video from fs.readStream', function test() {
      const video = fs.createReadStream(`${__dirname}/data/video.mp4`);
      return bot.sendVideoNote(USERID, video, { length: 5 }).then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.object(resp.video));
      });
    })",snuts
/test/telegram.js,IdenticalTestDescription,"{'startLine':920,'endLine':926}","it('should send a video from a Buffer', function test() {
      const video = fs.readFileSync(`${__dirname}/data/video.mp4`);
      return bot.sendVideoNote(USERID, video, { length: 5 }).then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.object(resp.video));
      });
    })",snuts
/test/telegram.js,IdenticalTestDescription,"{'startLine':1159,'endLine':1173}","it('should set chat permissions', function test() {
      const ChatPermissions = {
        can_send_messages: true,
        can_send_media_messages: true,
        can_send_polls: false,
        can_send_other_messages: false,
        can_add_web_page_previews: true,
        can_change_info: false,
        can_invite_users: false,
        can_pin_messages: true
      };
      return bot.setChatPermissions(GROUPID, ChatPermissions).then(resp => {
        assert.ok(is.boolean(resp));
      });
    })",snuts
/test/telegram.js,IdenticalTestDescription,"{'startLine':1339,'endLine':1343}","it('should return an Array', function test() {
      return bot.getChatAdministrators(GROUPID).then(resp => {
        assert.ok(Array.isArray(resp));
      });
    })",snuts
/test/telegram.js,IdenticalTestDescription,"{'startLine':1393,'endLine':1397}","it('should return a Boolean', function test() {
      return bot.deleteChatStickerSet(GROUPID).then(resp => {
        assert.ok(is.boolean(resp));
      });
    })",snuts
/test/telegram.js,IdenticalTestDescription,"{'startLine':1897,'endLine':1901}","it('should delete a sticker from a set', function test() {
      bot.setStickerMaskPosition(STICKER_FILE_ID_FROM_SET, { point: 'eyes', scale: 2, x_shift: 1, y_shift: 1 }).then((resp) => {
        assert.ok(is.boolean(resp));
      });
    })",snuts
/test/telegram.js,ConditionalTestLogic,"{'startLine':69,'endLine':69}","it('is loaded from src/ on Node.js v6+ and above', function test() {
    if (nodeVersion <= 5) this.skip(); // skip on Node.js v5 and below
    assert.strictEqual(TelegramBot, require('../src/telegram'));
  })",snuts
/test/telegram.js,ConditionalTestLogic,"{'startLine':73,'endLine':73}","it('is loaded from lib/ on Node.js v5 and below', function test() {
    if (nodeVersion > 5) this.skip(); // skip on newer versions
    assert.strictEqual(TelegramBot, require('../lib/telegram'));
  })",snuts
/test/telegram.js,ConditionalTestLogic,"{'startLine':218,'endLine':218}","it('only accepts POST method', function test() {
      const methods = ['GET', 'PUT', 'DELETE', 'OPTIONS'];
      return Promise.all(methods, (method) => {
        return utils.sendWebHookMessage(webHookPort2, TOKEN, {
          method,
        }).then(() => {
          throw new Error(`expected error with webhook ${method} request`);
        }).catch(resp => {
          if (!resp.statusCode) throw resp;
          if (resp.statusCode !== 418) throw new Error(`unexpected error: ${resp.body}`);
        });
      }); // Promise.each
    })",snuts
/test/telegram.js,ConditionalTestLogic,"{'startLine':219,'endLine':219}","it('only accepts POST method', function test() {
      const methods = ['GET', 'PUT', 'DELETE', 'OPTIONS'];
      return Promise.all(methods, (method) => {
        return utils.sendWebHookMessage(webHookPort2, TOKEN, {
          method,
        }).then(() => {
          throw new Error(`expected error with webhook ${method} request`);
        }).catch(resp => {
          if (!resp.statusCode) throw resp;
          if (resp.statusCode !== 418) throw new Error(`unexpected error: ${resp.body}`);
        });
      }); // Promise.each
    })",snuts
/test/telegram.js,ConditionalTestLogic,"{'startLine':1969,'endLine':1971}","it('should send an invoice', function test() {
      if (isCI) {
        this.skip(); // Skip test for now
      }
      const title = 'Demo product';
      const description = 'our test product';
      const payload = 'sku-p001';
      const providerToken = PROVIDER_TOKEN;
      const currency = 'USD';
      const prices = [{ label: 'product', amount: 11000 }, { label: 'tax', amount: 11000 }];
      return bot.sendInvoice(USERID, title, description, payload, providerToken, currency, prices).then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.object(resp.invoice));
        assert.ok(is.number(resp.invoice.total_amount));
      });
    })",snuts
/test/telegram.js,ConditionalTestLogic,"{'startLine':1991,'endLine':1993}","it('should create an invoice link', function test() {
      if (isCI) {
        this.skip(); // Skip test for now
      }
      const title = 'Invoice link product';
      const description = 'Our test invoice link product';
      const payload = 'sku-p002';
      const providerToken = PROVIDER_TOKEN;
      const currency = 'EUR';
      const prices = [{ label: 'NTBA API', amount: 12000 }, { label: 'tax', amount: 10000 }];
      return bot.createInvoiceLink(title, description, payload, providerToken, currency, prices).then(resp => {
        assert.ok(is.string(resp));
      });
    })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':557,'endLine':557}","describe('#removeTextListener', function removeTextListenerSuite() {
    const regexp = /\/onText/;
    const regexp2 = /\/onText/;
    const callback = function noop() { };
    after(function after() {
      bot.removeTextListener(regexp);
      bot.removeTextListener(regexp2);
    });
    it('removes the right text-listener', function test() {
      bot.onText(regexp, callback);
      bot.onText(regexp2, callback);
      const textListener = bot.removeTextListener(regexp);
      assert.strictEqual(regexp, textListener.regexp);
    });
    it('returns `null` if missing', function test() {
      assert.strictEqual(null, bot.removeTextListener(/404/));
    });
  })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':573,'endLine':573}","describe.skip('#onReplyToMessage', function onReplyToMessageSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':578,'endLine':578}","describe('#removeReplyListener', function removeReplyListenerSuite() {
    const chatId = -1234;
    const messageId = 1;
    const callback = function noop() { };
    it('returns the right reply-listener', function test() {
      const id = bot.onReplyToMessage(chatId, messageId, callback);
      const replyListener = bot.removeReplyListener(id);
      assert.strictEqual(id, replyListener.id);
      assert.strictEqual(chatId, replyListener.chatId);
      assert.strictEqual(messageId, replyListener.messageId);
      assert.strictEqual(callback, replyListener.callback);
    });
    it('returns `null` if missing', function test() {
      // NOTE: '0' is never a valid reply listener ID :)
      assert.strictEqual(null, bot.removeReplyListener(0));
    });
  })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':595,'endLine':595}","describe.skip('#logOut', function logOutSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':597,'endLine':597}","describe.skip('#close', function closeSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1138,'endLine':1138}","describe.skip('#banChatMember', function banChatMemberSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1140,'endLine':1140}","describe.skip('#unbanChatMember', function unbanChatMemberSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1142,'endLine':1142}","describe.skip('#restrictChatMember', function restrictChatMemberSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1144,'endLine':1144}","describe.skip('#promoteChatMember', function promoteChatMemberSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1154,'endLine':1154}","describe.skip('#banChatSenderChat', function banChatSenderChatSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1156,'endLine':1156}","describe.skip('#unbanChatSenderChat', function banChatSenderChatSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1214,'endLine':1214}","describe.skip('#approveChatJoinRequest', function approveChatJoinRequestSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1216,'endLine':1216}","describe.skip('#declineChatJoinRequest', function declineChatJoinRequestSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1322,'endLine':1322}","describe.skip('#leaveChat', function leaveChatSuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1400,'endLine':1400}","describe.skip('#answerCallbackQuery', function answerCallbackQuerySuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1960,'endLine':1960}","describe.skip('#answerInlineQuery', function answerInlineQuerySuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':1962,'endLine':1962}","describe.skip('#answerWebAppQuery', function answerCallbackQuerySuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':2006,'endLine':2006}","describe.skip('#answerShippingQuery', function answerShippingQuerySuite() { })",snuts
/test/telegram.js,NonFunctionalStatement,"{'startLine':2009,'endLine':2009}","describe.skip('#answerPreCheckoutQuery', function answerPreCheckoutQuerySuite() { })",snuts
/test/test.format-send-data.js,Assertion Roulette,"{'column': 4, 'line': 128}","it('should not accept file-paths if disallowed with constructor option', function test() {
    const tgbot = new TelegramBot('token', { filepath: false });
    const [formData, fileId] = tgbot._formatSendData('file', paths.audio);
    assert.ok(fileId);
    assert.ok(!formData);
  })",steel
/test/test.format-send-data.js,Assertion Roulette,"{'column': 4, 'line': 129}","it('should not accept file-paths if disallowed with constructor option', function test() {
    const tgbot = new TelegramBot('token', { filepath: false });
    const [formData, fileId] = tgbot._formatSendData('file', paths.audio);
    assert.ok(fileId);
    assert.ok(!formData);
  })",steel
/test/test.format-send-data.js,Conditional Test Logic,"{'line': 42, 'column': 8, 'index': 1307}","it('(2) Stream#path', function test() {
        if (!stream.path) {
          this.skip('Stream#path unsupported');
          return;
        }
        const [{ [type]: data }] = bot._formatSendData(type, stream);
        assert.equal(data.options.filename, path.basename(paths.audio));
      })",steel
/test/test.format-send-data.js,Conditional Test Logic,"{'line': 56, 'column': 53, 'index': 1857}","it('(4) final default', function test() {
        [nonPathStream, buffer, nonDetectableBuffer].forEach((file) => {
          const [{ [type]: data }] = bot._formatSendData(type, file);
          assert.equal(data.options.filename, 'filename');
        });
      })",steel
/test/test.format-send-data.js,Conditional Test Logic,"{'line': 73, 'column': 8, 'index': 2466}","it('(2) Stream#path', function test() {
        if (!stream.path) {
          this.skip('Stream#path unsupported');
          return;
        }
        const [{ [type]: data }] = bot._formatSendData(type, stream);
        assert.equal(data.options.contentType, 'audio/mpeg');
      })",steel
/test/test.format-send-data.js,Conditional Test Logic,"{'line': 92, 'column': 45, 'index': 3187}","it('(5) fileOptions.filename', function test() {
        [nonPathStream, nonDetectableBuffer].forEach((file) => {
          const [{ [type]: data }] = bot._formatSendData(type, file, {
            filename: 'image.gif',
          });
          assert.equal(data.options.contentType, 'image/gif');
        });
      })",steel
/test/test.format-send-data.js,Conditional Test Logic,"{'line': 101, 'column': 45, 'index': 3506}","it('(6) Final default', function test() {
        [nonPathStream, nonDetectableBuffer].forEach((file) => {
          const [{ [type]: data }] = bot._formatSendData(type, file);
          assert.equal(data.options.contentType, 'application/octet-stream');
        });
      })",steel
/test/test.format-send-data.js,Conditional Test Logic,"{'line': 116, 'column': 6, 'index': 4016}","it('should handle buffer path from fs.readStream', function test() {
    let file;
    try {
      file = fs.createReadStream(Buffer.from(paths.audio));
    } catch (ex) {
      // Older Node.js versions do not support passing a Buffer
      // representation of the path to fs.createReadStream()
      if (ex instanceof TypeError) {
        Promise.resolve();
        return;
      }
    }
    const [{ [type]: data }] = bot._formatSendData('file', file);
    assert.equal(data.options.filename, path.basename(paths.audio));
  })",steel
/test/test.format-send-data.js,Exception Handling,"{'line': 111, 'column': 4, 'index': 3800}","it('should handle buffer path from fs.readStream', function test() {
    let file;
    try {
      file = fs.createReadStream(Buffer.from(paths.audio));
    } catch (ex) {
      // Older Node.js versions do not support passing a Buffer
      // representation of the path to fs.createReadStream()
      if (ex instanceof TypeError) {
        Promise.resolve();
        return;
      }
    }
    const [{ [type]: data }] = bot._formatSendData('file', file);
    assert.equal(data.options.filename, path.basename(paths.audio));
  })",steel
/test/test.format-send-data.js,Ignored Test,"{'line': 43, 'column': 15, 'index': 1342}","it('(2) Stream#path', function test() {
        if (!stream.path) {
          this.skip('Stream#path unsupported');
          return;
        }
        const [{ [type]: data }] = bot._formatSendData(type, stream);
        assert.equal(data.options.filename, path.basename(paths.audio));
      })",steel
/test/test.format-send-data.js,Ignored Test,"{'line': 74, 'column': 15, 'index': 2501}","it('(2) Stream#path', function test() {
        if (!stream.path) {
          this.skip('Stream#path unsupported');
          return;
        }
        const [{ [type]: data }] = bot._formatSendData(type, stream);
        assert.equal(data.options.contentType, 'audio/mpeg');
      })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 176}","it('(polling) emits ""polling_error"" if error occurs during polling', function test(done) {
      const myBot = new TelegramBot(12345, { polling: true });
      myBot.once('polling_error', (error) => {
        assert.ok(error);
        assert.strictEqual(error.code, 'ETELEGRAM');
        return myBot.stopPolling().then(() => { done(); }).catch(done);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 177}","it('(polling) emits ""polling_error"" if error occurs during polling', function test(done) {
      const myBot = new TelegramBot(12345, { polling: true });
      myBot.once('polling_error', (error) => {
        assert.ok(error);
        assert.strictEqual(error.code, 'ETELEGRAM');
        return myBot.stopPolling().then(() => { done(); }).catch(done);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 189}","it('(webhook) emits ""webhook_error"" if could not parse webhook request body', function test(done) {
      botWebHook.once('webhook_error', (error) => {
        assert.ok(error);
        assert.strictEqual(error.code, 'EPARSE');
        return done();
      });
      utils.sendWebHookMessage(webHookPort2, TOKEN, { update: 'unparseable!', json: false });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 190}","it('(webhook) emits ""webhook_error"" if could not parse webhook request body', function test(done) {
      botWebHook.once('webhook_error', (error) => {
        assert.ok(error);
        assert.strictEqual(error.code, 'EPARSE');
        return done();
      });
      utils.sendWebHookMessage(webHookPort2, TOKEN, { update: 'unparseable!', json: false });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 258}","it('FatalError is thrown if token is missing', function test() {
      const myBot = new TelegramBot(null);
      return myBot.sendMessage(USERID, 'text').catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.FatalError);
        assert.strictEqual(error.code, 'EFATAL');
        assert.ok(error.message.indexOf('not provided') > -1);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 259}","it('FatalError is thrown if token is missing', function test() {
      const myBot = new TelegramBot(null);
      return myBot.sendMessage(USERID, 'text').catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.FatalError);
        assert.strictEqual(error.code, 'EFATAL');
        assert.ok(error.message.indexOf('not provided') > -1);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 271}","it('FatalError is thrown if file-type of Buffer could not be determined', function test() {
      let buffer;
      try {
        buffer = Buffer.from('12345');
      } catch (ex) {
        buffer = new Buffer('12345');
      }
      return bot.sendPhoto(USERID, buffer).catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.FatalError);
        assert.strictEqual(error.code, 'EFATAL');
        assert.ok(error.message.indexOf('Unsupported') > -1);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 272}","it('FatalError is thrown if file-type of Buffer could not be determined', function test() {
      let buffer;
      try {
        buffer = Buffer.from('12345');
      } catch (ex) {
        buffer = new Buffer('12345');
      }
      return bot.sendPhoto(USERID, buffer).catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.FatalError);
        assert.strictEqual(error.code, 'EFATAL');
        assert.ok(error.message.indexOf('Unsupported') > -1);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 287}","it('ParseError is thrown if response body could not be parsed', function test() {
      botParse.sendMessage(USERID, 'text').catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.ParseError);
        assert.strictEqual(error.code, 'EPARSE');
        assert.ok(typeof error.response === 'object');
        assert.ok(typeof error.response.body === 'string');
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 288}","it('ParseError is thrown if response body could not be parsed', function test() {
      botParse.sendMessage(USERID, 'text').catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.ParseError);
        assert.strictEqual(error.code, 'EPARSE');
        assert.ok(typeof error.response === 'object');
        assert.ok(typeof error.response.body === 'string');
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 289}","it('ParseError is thrown if response body could not be parsed', function test() {
      botParse.sendMessage(USERID, 'text').catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.ParseError);
        assert.strictEqual(error.code, 'EPARSE');
        assert.ok(typeof error.response === 'object');
        assert.ok(typeof error.response.body === 'string');
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 295}","it('TelegramError is thrown if error is from Telegram', function test() {
      return bot.sendMessage('404', 'text').catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.TelegramError);
        assert.strictEqual(error.code, 'ETELEGRAM');
        assert.ok(typeof error.response === 'object');
        assert.ok(typeof error.response.body === 'object');
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 296}","it('TelegramError is thrown if error is from Telegram', function test() {
      return bot.sendMessage('404', 'text').catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.TelegramError);
        assert.strictEqual(error.code, 'ETELEGRAM');
        assert.ok(typeof error.response === 'object');
        assert.ok(typeof error.response.body === 'object');
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 297}","it('TelegramError is thrown if error is from Telegram', function test() {
      return bot.sendMessage('404', 'text').catch(error => {
        // FIX: assert.ok(error instanceof TelegramBot.errors.TelegramError);
        assert.strictEqual(error.code, 'ETELEGRAM');
        assert.ok(typeof error.response === 'object');
        assert.ok(typeof error.response.body === 'object');
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 312}","it('returns error if using webhook', function test() {
      return botWebHook.startPolling().catch((err) => {
        // TODO: check for error in a better way
        // FIX: assert.ok(err instanceof TelegramBot.errors.FatalError);
        assert.strictEqual(err.code, 'EFATAL');
        assert.ok(err.message.indexOf('mutually exclusive') !== -1);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 313}","it('returns error if using webhook', function test() {
      return botWebHook.startPolling().catch((err) => {
        // TODO: check for error in a better way
        // FIX: assert.ok(err instanceof TelegramBot.errors.FatalError);
        assert.strictEqual(err.code, 'EFATAL');
        assert.ok(err.message.indexOf('mutually exclusive') !== -1);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 354}","it('returns error if using polling', function test() {
      return botPolling.openWebHook().catch((err) => {
        // TODO: check for error in a better way
        // FIX: assert.ok(err instanceof TelegramBot.errors.FatalError);
        assert.strictEqual(err.code, 'EFATAL');
        assert.ok(err.message.indexOf('mutually exclusive') !== -1);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 355}","it('returns error if using polling', function test() {
      return botPolling.openWebHook().catch((err) => {
        // TODO: check for error in a better way
        // FIX: assert.ok(err instanceof TelegramBot.errors.FatalError);
        assert.strictEqual(err.code, 'EFATAL');
        assert.ok(err.message.indexOf('mutually exclusive') !== -1);
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 425}","it('should return WebhookInfo', function test() {
      return bot.getWebHookInfo().then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.boolean(resp.has_custom_certificate));
        assert.ok(is.number(resp.pending_update_count));
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 426}","it('should return WebhookInfo', function test() {
      return bot.getWebHookInfo().then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.boolean(resp.has_custom_certificate));
        assert.ok(is.number(resp.pending_update_count));
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 427}","it('should return WebhookInfo', function test() {
      return bot.getWebHookInfo().then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.boolean(resp.has_custom_certificate));
        assert.ok(is.number(resp.pending_update_count));
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 471}","it('should return an User object', function test() {
      return bot.getMe().then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.number(resp.id));
        assert.ok(is.string(resp.first_name));
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 472}","it('should return an User object', function test() {
      return bot.getMe().then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.number(resp.id));
        assert.ok(is.string(resp.first_name));
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 473}","it('should return an User object', function test() {
      return bot.getMe().then(resp => {
        assert.ok(is.object(resp));
        assert.ok(is.number(resp.id));
        assert.ok(is.string(resp.first_name));
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 10, 'line': 486}","it('should get a file link', function test() {
      return bot.getFileLink(FILE_ID)
        .then(fileURI => {
          assert.ok(is.string(fileURI));
          assert.ok(utils.isTelegramFileURI(fileURI));
        });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 10, 'line': 487}","it('should get a file link', function test() {
      return bot.getFileLink(FILE_ID)
        .then(fileURI => {
          assert.ok(is.string(fileURI));
          assert.ok(utils.isTelegramFileURI(fileURI));
        });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 6, 'line': 499}","it('should get a file stream', function test(done) {
      const fileStream = bot.getFileStream(FILE_ID);
      assert.ok(fileStream instanceof stream.Readable);
      assert.strictEqual(fileStream.path, FILE_ID);
      fileStream.on('info', (info) => {
        assert.ok(info);
        assert.ok(utils.isTelegramFileURI(info.uri), `${info.uri} is not a file URI`);
        fileStream.pipe(concat(function readFile(buffer) {
          buffer.equals(fs.readFileSync(FILE_PATH)); // sync :(
          return done();
        }));
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 6, 'line': 500}","it('should get a file stream', function test(done) {
      const fileStream = bot.getFileStream(FILE_ID);
      assert.ok(fileStream instanceof stream.Readable);
      assert.strictEqual(fileStream.path, FILE_ID);
      fileStream.on('info', (info) => {
        assert.ok(info);
        assert.ok(utils.isTelegramFileURI(info.uri), `${info.uri} is not a file URI`);
        fileStream.pipe(concat(function readFile(buffer) {
          buffer.equals(fs.readFileSync(FILE_PATH)); // sync :(
          return done();
        }));
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 8, 'line': 502}","it('should get a file stream', function test(done) {
      const fileStream = bot.getFileStream(FILE_ID);
      assert.ok(fileStream instanceof stream.Readable);
      assert.strictEqual(fileStream.path, FILE_ID);
      fileStream.on('info', (info) => {
        assert.ok(info);
        assert.ok(utils.isTelegramFileURI(info.uri), `${info.uri} is not a file URI`);
        fileStream.pipe(concat(function readFile(buffer) {
          buffer.equals(fs.readFileSync(FILE_PATH)); // sync :(
          return done();
        }));
      });
    })",steel
/test/telegram.js,Assertion Roulette,"{'column': 10, 'line': 521}","it('should download a file', function test() {
      return bot.downloadFile(FILE_ID, downloadPath)
        .then(filePath => {
          assert.ok(is.string(filePath));
          assert.strictEqual(path.dirname(filePath), downloadPath);
          assert.ok(fs.existsSync(filePath));
          fs.unlinkSync(filePath); // Delete file after test
        });
    })",steel
