file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/components/sign-up/signUpConfig.spec.js,Conditional Test Logic,"{'line': 59, 'column': 2, 'index': 1733}","  57 | // Over-writes config for china server to make phone number mandatory
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Conditional Test Logic,"{'line': 9, 'column': 2, 'index': 355}","   7 |   const levels = new Levels(_.times(numberOfLevels, () => factories.makeLevel()))
   8 |   // set position, nextLevels, and first property
>  9 |   for (let [index, level] of levels.models.entries()) {
     |  ^ Conditional Test Logic
  10 |     level.set('position', { x: (index + 1) * 10, y: 20 })
  11 |     let nextLevel = {}
  12 |     if (index + 1 < levels.models.length) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Conditional Test Logic,"{'line': 12, 'column': 4, 'index': 494}","  10 |     level.set('position', { x: (index + 1) * 10, y: 20 })
  11 |     let nextLevel = {}
> 12 |     if (index + 1 < levels.models.length) {
     |    ^ Conditional Test Logic
  13 |       const nextLevelData = levels.models[index + 1]
  14 |       nextLevel[nextLevelData.get('original')] = {
  15 |         original: nextLevelData.get('original'),"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Conditional Test Logic,"{'line': 21, 'column': 4, 'index': 825}","  19 |     }
  20 |     level.set('nextLevels', nextLevel)
> 21 |     if (index === 0) {
     |    ^ Conditional Test Logic
  22 |       level.set('first', true)
  23 |     }
  24 |   }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Conditional Test Logic,"{'line': 36, 'column': 2, 'index': 1235}","  34 |   // set position, nextLevels, and first property
  35 |   let nextLevelStage = 1
> 36 |   for (let [index, level] of levels.models.entries()) {
     |  ^ Conditional Test Logic
  37 |     level.set('position', { x: (index + 1) * 10, y: 20 })
  38 |     let nextLevel = {}
  39 |     if (index === 1) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Conditional Test Logic,"{'line': 39, 'column': 4, 'index': 1374}","  37 |     level.set('position', { x: (index + 1) * 10, y: 20 })
  38 |     let nextLevel = {}
> 39 |     if (index === 1) {
     |    ^ Conditional Test Logic
  40 |       const firstNextLevelData = levels.models[2]
  41 |       nextLevel[firstNextLevelData.get('original')] = {
  42 |         original: firstNextLevelData.get('original'),"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Conditional Test Logic,"{'line': 70, 'column': 4, 'index': 2447}","  68 |     }
  69 |     level.set('nextLevels', nextLevel)
> 70 |     if (index === 0) {
     |    ^ Conditional Test Logic
  71 |       level.set('first', true)
  72 |     }
  73 |   }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Conditional Test Logic,"{'line': 82, 'column': 2, 'index': 2850}","  80 | function makeLevelSessions (levels, state) {
  81 |   const sessions = []
> 82 |   for (let i = 0; i < state.length; i++) {
     |  ^ Conditional Test Logic
  83 |     sessions.push(factories.makeLevelSession({ state: state[i] }, { level: levels[i], creator: me }))
  84 |   }
  85 |   return sessions // array of session objects"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 101, 'column': 6, 'index': 3753}","   99 |       const expectedNextLevel = levels[2]
  100 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
> 101 |       expect(nextLevelOriginal).toBeDefined()
      |      ^ Duplicate Assert
  102 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
  103 |     })
  104 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 102, 'column': 6, 'index': 3799}","  100 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
  101 |       expect(nextLevelOriginal).toBeDefined()
> 102 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
      |      ^ Duplicate Assert
  103 |     })
  104 |
  105 |     it('for levels that are *nnn', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 110, 'column': 6, 'index': 4148}","  108 |       const expectedNextLevel = levels[0]
  109 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
> 110 |       expect(nextLevelOriginal).toBeDefined()
      |      ^ Duplicate Assert
  111 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
  112 |     })
  113 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 111, 'column': 6, 'index': 4194}","  109 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
  110 |       expect(nextLevelOriginal).toBeDefined()
> 111 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
      |      ^ Duplicate Assert
  112 |     })
  113 |
  114 |     it('for levels that are nnnn', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 119, 'column': 6, 'index': 4583}","  117 |       const expectedNextLevel = levels.find((l) => l.get('first')) // first level will be next level
  118 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
> 119 |       expect(nextLevelOriginal).toBeDefined()
      |      ^ Duplicate Assert
  120 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
  121 |     })
  122 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 120, 'column': 6, 'index': 4629}","  118 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
  119 |       expect(nextLevelOriginal).toBeDefined()
> 120 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
      |      ^ Duplicate Assert
  121 |     })
  122 |
  123 |     it('for capstone played in stages: c1nn', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 128, 'column': 6, 'index': 5074}","  126 |       const expectedNextLevel = levels[1]
  127 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
> 128 |       expect(nextLevelOriginal).toBeDefined()
      |      ^ Duplicate Assert
  129 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
  130 |     })
  131 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 129, 'column': 6, 'index': 5120}","  127 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
  128 |       expect(nextLevelOriginal).toBeDefined()
> 129 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
      |      ^ Duplicate Assert
  130 |     })
  131 |
  132 |     it('for capstone played in stages: c2nn', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 137, 'column': 6, 'index': 5515}","  135 |       const expectedNextLevel = levels[2]
  136 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
> 137 |       expect(nextLevelOriginal).toBeDefined()
      |      ^ Duplicate Assert
  138 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
  139 |     })
  140 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 138, 'column': 6, 'index': 5561}","  136 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
  137 |       expect(nextLevelOriginal).toBeDefined()
> 138 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
      |      ^ Duplicate Assert
  139 |     })
  140 |
  141 |     it('for capstone played in stages: c2cn', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 146, 'column': 6, 'index': 6015}","  144 |       const expectedNextLevel = levels[1] // next level should be capstone level
  145 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
> 146 |       expect(nextLevelOriginal).toBeDefined()
      |      ^ Duplicate Assert
  147 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
  148 |     })
  149 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 147, 'column': 6, 'index': 6061}","  145 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
  146 |       expect(nextLevelOriginal).toBeDefined()
> 147 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
      |      ^ Duplicate Assert
  148 |     })
  149 |
  150 |     it('for capstone played in stages: c3cn', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 155, 'column': 6, 'index': 6476}","  153 |       const expectedNextLevel = levels[3]
  154 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
> 155 |       expect(nextLevelOriginal).toBeDefined()
      |      ^ Duplicate Assert
  156 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
  157 |     })
  158 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/ozaria/site/common/ozariaUtils.spec.js,Duplicate Assert,"{'line': 156, 'column': 6, 'index': 6522}","  154 |       const nextLevelOriginal = findNextLevelsBySession(sessions, levels)
  155 |       expect(nextLevelOriginal).toBeDefined()
> 156 |       expect(nextLevelOriginal).toEqual(expectedNextLevel.get('original'))
      |      ^ Duplicate Assert
  157 |     })
  158 |   })
  159 | })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 73, 'column': 6, 'index': 3745}","  71 |       this.finishedStudentWithPractice = this.students.models[1];
  72 |       this.unfinishedStudent = this.students.last();
> 73 |       for (level of Array.from(this.levels.models)) {
     |      ^ Conditional Test Logic
  74 |         sessions.push(factories.makeLevelSession(
  75 |             {state: {complete: true}, playtime: 60},
  76 |             {level, creator: this.finishedStudentWithPractice})"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 78, 'column': 8, 'index': 3979}","  76 |             {level, creator: this.finishedStudentWithPractice})
  77 |         );
> 78 |         if (level.get('practice')) { continue; }
     |        ^ Conditional Test Logic
  79 |         sessions.push(factories.makeLevelSession(
  80 |             {state: {complete: true}, playtime: 60},
  81 |             {level, creator: this.finishedStudent})"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 185, 'column': 10, 'index': 8833}","  183 |           const lines = progressData.split('\n');
  184 |           expect(lines.length).toBe(this.students.length + 1);
> 185 |           for (var line of Array.from(lines)) {
      |          ^ Conditional Test Logic
  186 |             var simplerLine = line.replace(/""[^""]+""/g, '""""');
  187 |             // Name, Username,Email,Total Levels,Total Playtime(humanize), Total Playtime(seconds), [CS1 Levels, CS1 Playtime, ...], Concepts
  188 |             expect(simplerLine.match(/[^,]+/g).length).toBe(6 + (this.releasedCourses.length * 3) + 1);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 189, 'column': 12, 'index': 9191}","  187 |             // Name, Username,Email,Total Levels,Total Playtime(humanize), Total Playtime(seconds), [CS1 Levels, CS1 Playtime, ...], Concepts
  188 |             expect(simplerLine.match(/[^,]+/g).length).toBe(6 + (this.releasedCourses.length * 3) + 1);
> 189 |             if (simplerLine.match(new RegExp(this.finishedStudent.get('email')))) {
      |            ^ Conditional Test Logic
  190 |               expect(simplerLine).toMatch(/3,3 minutes,180,3,3 minutes,180,0/);
  191 |             } else if (simplerLine.match(new RegExp(this.finishedStudentWithPractice.get('email')))) {
  192 |               expect(simplerLine).toMatch(/3,3 minutes,180,3,3 minutes,180,0/);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 191, 'column': 19, 'index': 9362}","  189 |             if (simplerLine.match(new RegExp(this.finishedStudent.get('email')))) {
  190 |               expect(simplerLine).toMatch(/3,3 minutes,180,3,3 minutes,180,0/);
> 191 |             } else if (simplerLine.match(new RegExp(this.finishedStudentWithPractice.get('email')))) {
      |                   ^ Conditional Test Logic
  192 |               expect(simplerLine).toMatch(/3,3 minutes,180,3,3 minutes,180,0/);
  193 |             } else if (simplerLine.match(new RegExp(this.unfinishedStudent.get('email')))) {
  194 |               expect(simplerLine).toMatch(/1,a minute,60,1,a minute,60,0/);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 193, 'column': 19, 'index': 9545}","  191 |             } else if (simplerLine.match(new RegExp(this.finishedStudentWithPractice.get('email')))) {
  192 |               expect(simplerLine).toMatch(/3,3 minutes,180,3,3 minutes,180,0/);
> 193 |             } else if (simplerLine.match(new RegExp(this.unfinishedStudent.get('email')))) {
      |                   ^ Conditional Test Logic
  194 |               expect(simplerLine).toMatch(/1,a minute,60,1,a minute,60,0/);
  195 |             } else if (simplerLine.match(/@/)) {
  196 |               expect(simplerLine).toMatch(/0,0,0,0,0/);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 195, 'column': 19, 'index': 9714}","  193 |             } else if (simplerLine.match(new RegExp(this.unfinishedStudent.get('email')))) {
  194 |               expect(simplerLine).toMatch(/1,a minute,60,1,a minute,60,0/);
> 195 |             } else if (simplerLine.match(/@/)) {
      |                   ^ Conditional Test Logic
  196 |               expect(simplerLine).toMatch(/0,0,0,0,0/);
  197 |             }
  198 |           }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 221, 'column': 6, 'index': 10894}","  219 |       this.unfinishedStudent = this.students.last();
  220 |       const classLanguage = __guard__(this.classroom.get('aceConfig'), x => x.language);
> 221 |       for (level of Array.from(this.levels.models)) {
      |      ^ Conditional Test Logic
  222 |         if (classLanguage && (classLanguage === level.get('primerLanguage'))) { continue; }
  223 |         if (level.get('practice')) { continue; }
  224 |         sessions.push(factories.makeLevelSession("
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 222, 'column': 8, 'index': 10950}","  220 |       const classLanguage = __guard__(this.classroom.get('aceConfig'), x => x.language);
  221 |       for (level of Array.from(this.levels.models)) {
> 222 |         if (classLanguage && (classLanguage === level.get('primerLanguage'))) { continue; }
      |        ^ Conditional Test Logic
  223 |         if (level.get('practice')) { continue; }
  224 |         sessions.push(factories.makeLevelSession(
  225 |             {state: {complete: true}, playtime: 60},"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 223, 'column': 8, 'index': 11042}","  221 |       for (level of Array.from(this.levels.models)) {
  222 |         if (classLanguage && (classLanguage === level.get('primerLanguage'))) { continue; }
> 223 |         if (level.get('practice')) { continue; }
      |        ^ Conditional Test Logic
  224 |         sessions.push(factories.makeLevelSession(
  225 |             {state: {complete: true}, playtime: 60},
  226 |             {level, creator: this.finishedStudent})"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 256, 'column': 10, 'index': 12928}","  254 |           const lines = progressData.split('\n');
  255 |           expect(lines.length).toBe(this.students.length + 1);
> 256 |           for (var line of Array.from(lines)) {
      |          ^ Conditional Test Logic
  257 |             var simplerLine = line.replace(/""[^""]+""/g, '""""');
  258 |             // Name, Username,Email,Total Levels,Total Playtime(humanize), Total Playtime(seconds), [CS1 Levels, CS1 Playtime, ...], Concepts
  259 |             expect(simplerLine.match(/[^,]+/g).length).toBe(6 + (this.releasedCourses.length * 3) + 1);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 260, 'column': 12, 'index': 13286}","  258 |             // Name, Username,Email,Total Levels,Total Playtime(humanize), Total Playtime(seconds), [CS1 Levels, CS1 Playtime, ...], Concepts
  259 |             expect(simplerLine.match(/[^,]+/g).length).toBe(6 + (this.releasedCourses.length * 3) + 1);
> 260 |             if (simplerLine.match(new RegExp(this.finishedStudent.get('email')))) {
      |            ^ Conditional Test Logic
  261 |               expect(simplerLine).toMatch(/2,2 minutes,120,2,2 minutes,120,0/);
  262 |             } else if (simplerLine.match(new RegExp(this.unfinishedStudent.get('email')))) {
  263 |               expect(simplerLine).toMatch(/1,a minute,60,1,a minute,60,0/);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 262, 'column': 19, 'index': 13457}","  260 |             if (simplerLine.match(new RegExp(this.finishedStudent.get('email')))) {
  261 |               expect(simplerLine).toMatch(/2,2 minutes,120,2,2 minutes,120,0/);
> 262 |             } else if (simplerLine.match(new RegExp(this.unfinishedStudent.get('email')))) {
      |                   ^ Conditional Test Logic
  263 |               expect(simplerLine).toMatch(/1,a minute,60,1,a minute,60,0/);
  264 |             } else if (simplerLine.match(/@/)) {
  265 |               expect(simplerLine).toMatch(/0,0,0,0/);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 264, 'column': 19, 'index': 13626}","  262 |             } else if (simplerLine.match(new RegExp(this.unfinishedStudent.get('email')))) {
  263 |               expect(simplerLine).toMatch(/1,a minute,60,1,a minute,60,0/);
> 264 |             } else if (simplerLine.match(/@/)) {
      |                   ^ Conditional Test Logic
  265 |               expect(simplerLine).toMatch(/0,0,0,0/);
  266 |             }
  267 |           }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 290, 'column': 6, 'index': 14807}","  288 |       this.unfinishedStudent = this.students.last();
  289 |       const classLanguage = __guard__(this.classroom.get('aceConfig'), x => x.language);
> 290 |       for (level of Array.from(this.levels.models)) {
      |      ^ Conditional Test Logic
  291 |         if (classLanguage && (classLanguage === level.get('primerLanguage'))) { continue; }
  292 |         sessions.push(factories.makeLevelSession(
  293 |             {state: {complete: true}, playtime: 60},"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 291, 'column': 8, 'index': 14863}","  289 |       const classLanguage = __guard__(this.classroom.get('aceConfig'), x => x.language);
  290 |       for (level of Array.from(this.levels.models)) {
> 291 |         if (classLanguage && (classLanguage === level.get('primerLanguage'))) { continue; }
      |        ^ Conditional Test Logic
  292 |         sessions.push(factories.makeLevelSession(
  293 |             {state: {complete: true}, playtime: 60},
  294 |             {level, creator: this.finishedStudent})"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 345, 'column': 6, 'index': 17953}","  343 |       this.unfinishedStudent = this.students.last();
  344 |       const classLanguage = __guard__(this.classroom.get('aceConfig'), x => x.language);
> 345 |       for (level of Array.from(this.levels.models)) {
      |      ^ Conditional Test Logic
  346 |         if (classLanguage && (classLanguage === level.get('primerLanguage'))) { continue; }
  347 |         sessions.push(factories.makeLevelSession(
  348 |             {state: {complete: true}, playtime: 60},"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/codecombat/test/app/views/teachers/TeacherClassView.spec.js,Conditional Test Logic,"{'line': 346, 'column': 8, 'index': 18009}","  344 |       const classLanguage = __guard__(this.classroom.get('aceConfig'), x => x.language);
  345 |       for (level of Array.from(this.levels.models)) {
> 346 |         if (classLanguage && (classLanguage === level.get('primerLanguage'))) { continue; }
