file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Duplicate Assert,"{'line': 116, 'column': 2, 'index': 3420}","  114 | it(""Duration.fromDurationLike returns a Duration from millis"", () => {
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 22, 'column': 27, 'index': 457}","  20 |   expect(dur.days).toBe(3);
  21 |   expect(dur.hours).toBe(4);
> 22 |   expect(dur.minutes).toBe(5);
     |                           ^ Magic Number
  23 |   expect(dur.seconds).toBe(6);
  24 |   expect(dur.milliseconds).toBe(7);
  25 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 23, 'column': 27, 'index': 488}","  21 |   expect(dur.hours).toBe(4);
  22 |   expect(dur.minutes).toBe(5);
> 23 |   expect(dur.seconds).toBe(6);
     |                           ^ Magic Number
  24 |   expect(dur.milliseconds).toBe(7);
  25 | });
  26 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 24, 'column': 32, 'index': 524}","  22 |   expect(dur.minutes).toBe(5);
  23 |   expect(dur.seconds).toBe(6);
> 24 |   expect(dur.milliseconds).toBe(7);
     |                                ^ Magic Number
  25 | });
  26 |
  27 | test(""Duration.fromObject sets all the fractional values"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 34, 'column': 25, 'index': 725}","  32 |     hours: 4.5,
  33 |   });
> 34 |   expect(dur.years).toBe(1);
     |                         ^ Magic Number
  35 |   expect(dur.months).toBe(2);
  36 |   expect(dur.days).toBe(3);
  37 |   expect(dur.hours).toBe(4.5);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 35, 'column': 26, 'index': 755}","  33 |   });
  34 |   expect(dur.years).toBe(1);
> 35 |   expect(dur.months).toBe(2);
     |                          ^ Magic Number
  36 |   expect(dur.days).toBe(3);
  37 |   expect(dur.hours).toBe(4.5);
  38 |   expect(dur.minutes).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 36, 'column': 24, 'index': 783}","  34 |   expect(dur.years).toBe(1);
  35 |   expect(dur.months).toBe(2);
> 36 |   expect(dur.days).toBe(3);
     |                        ^ Magic Number
  37 |   expect(dur.hours).toBe(4.5);
  38 |   expect(dur.minutes).toBe(0);
  39 |   expect(dur.seconds).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 37, 'column': 25, 'index': 812}","  35 |   expect(dur.months).toBe(2);
  36 |   expect(dur.days).toBe(3);
> 37 |   expect(dur.hours).toBe(4.5);
     |                         ^ Magic Number
  38 |   expect(dur.minutes).toBe(0);
  39 |   expect(dur.seconds).toBe(0);
  40 |   expect(dur.milliseconds).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 38, 'column': 27, 'index': 845}","  36 |   expect(dur.days).toBe(3);
  37 |   expect(dur.hours).toBe(4.5);
> 38 |   expect(dur.minutes).toBe(0);
     |                           ^ Magic Number
  39 |   expect(dur.seconds).toBe(0);
  40 |   expect(dur.milliseconds).toBe(0);
  41 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 39, 'column': 27, 'index': 876}","  37 |   expect(dur.hours).toBe(4.5);
  38 |   expect(dur.minutes).toBe(0);
> 39 |   expect(dur.seconds).toBe(0);
     |                           ^ Magic Number
  40 |   expect(dur.milliseconds).toBe(0);
  41 | });
  42 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 40, 'column': 32, 'index': 912}","  38 |   expect(dur.minutes).toBe(0);
  39 |   expect(dur.seconds).toBe(0);
> 40 |   expect(dur.milliseconds).toBe(0);
     |                                ^ Magic Number
  41 | });
  42 |
  43 | test(""Duration.fromObject sets all the values from the object having string type values"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 53, 'column': 25, 'index': 1209}","  51 |     milliseconds: ""7"",
  52 |   });
> 53 |   expect(dur.years).toBe(1);
     |                         ^ Magic Number
  54 |   expect(dur.months).toBe(2);
  55 |   expect(dur.days).toBe(3);
  56 |   expect(dur.hours).toBe(4);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 54, 'column': 26, 'index': 1239}","  52 |   });
  53 |   expect(dur.years).toBe(1);
> 54 |   expect(dur.months).toBe(2);
     |                          ^ Magic Number
  55 |   expect(dur.days).toBe(3);
  56 |   expect(dur.hours).toBe(4);
  57 |   expect(dur.minutes).toBe(5);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 55, 'column': 24, 'index': 1267}","  53 |   expect(dur.years).toBe(1);
  54 |   expect(dur.months).toBe(2);
> 55 |   expect(dur.days).toBe(3);
     |                        ^ Magic Number
  56 |   expect(dur.hours).toBe(4);
  57 |   expect(dur.minutes).toBe(5);
  58 |   expect(dur.seconds).toBe(6);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 56, 'column': 25, 'index': 1296}","  54 |   expect(dur.months).toBe(2);
  55 |   expect(dur.days).toBe(3);
> 56 |   expect(dur.hours).toBe(4);
     |                         ^ Magic Number
  57 |   expect(dur.minutes).toBe(5);
  58 |   expect(dur.seconds).toBe(6);
  59 |   expect(dur.milliseconds).toBe(7);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 57, 'column': 27, 'index': 1327}","  55 |   expect(dur.days).toBe(3);
  56 |   expect(dur.hours).toBe(4);
> 57 |   expect(dur.minutes).toBe(5);
     |                           ^ Magic Number
  58 |   expect(dur.seconds).toBe(6);
  59 |   expect(dur.milliseconds).toBe(7);
  60 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 58, 'column': 27, 'index': 1358}","  56 |   expect(dur.hours).toBe(4);
  57 |   expect(dur.minutes).toBe(5);
> 58 |   expect(dur.seconds).toBe(6);
     |                           ^ Magic Number
  59 |   expect(dur.milliseconds).toBe(7);
  60 | });
  61 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 59, 'column': 32, 'index': 1394}","  57 |   expect(dur.minutes).toBe(5);
  58 |   expect(dur.seconds).toBe(6);
> 59 |   expect(dur.milliseconds).toBe(7);
     |                                ^ Magic Number
  60 | });
  61 |
  62 | test(""Duration.fromObject accepts a conversionAccuracy"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 75, 'column': 25, 'index': 1974}","  73 | test(""Duration.fromObject({}) constructs zero duration"", () => {
  74 |   const dur = Duration.fromObject({});
> 75 |   expect(dur.years).toBe(0);
     |                         ^ Magic Number
  76 |   expect(dur.months).toBe(0);
  77 |   expect(dur.days).toBe(0);
  78 |   expect(dur.hours).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 76, 'column': 26, 'index': 2004}","  74 |   const dur = Duration.fromObject({});
  75 |   expect(dur.years).toBe(0);
> 76 |   expect(dur.months).toBe(0);
     |                          ^ Magic Number
  77 |   expect(dur.days).toBe(0);
  78 |   expect(dur.hours).toBe(0);
  79 |   expect(dur.minutes).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 77, 'column': 24, 'index': 2032}","  75 |   expect(dur.years).toBe(0);
  76 |   expect(dur.months).toBe(0);
> 77 |   expect(dur.days).toBe(0);
     |                        ^ Magic Number
  78 |   expect(dur.hours).toBe(0);
  79 |   expect(dur.minutes).toBe(0);
  80 |   expect(dur.seconds).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 78, 'column': 25, 'index': 2061}","  76 |   expect(dur.months).toBe(0);
  77 |   expect(dur.days).toBe(0);
> 78 |   expect(dur.hours).toBe(0);
     |                         ^ Magic Number
  79 |   expect(dur.minutes).toBe(0);
  80 |   expect(dur.seconds).toBe(0);
  81 |   expect(dur.milliseconds).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 79, 'column': 27, 'index': 2092}","  77 |   expect(dur.days).toBe(0);
  78 |   expect(dur.hours).toBe(0);
> 79 |   expect(dur.minutes).toBe(0);
     |                           ^ Magic Number
  80 |   expect(dur.seconds).toBe(0);
  81 |   expect(dur.milliseconds).toBe(0);
  82 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 80, 'column': 27, 'index': 2123}","  78 |   expect(dur.hours).toBe(0);
  79 |   expect(dur.minutes).toBe(0);
> 80 |   expect(dur.seconds).toBe(0);
     |                           ^ Magic Number
  81 |   expect(dur.milliseconds).toBe(0);
  82 | });
  83 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 81, 'column': 32, 'index': 2159}","  79 |   expect(dur.minutes).toBe(0);
  80 |   expect(dur.seconds).toBe(0);
> 81 |   expect(dur.milliseconds).toBe(0);
     |                                ^ Magic Number
  82 | });
  83 |
  84 | test(""Duration.fromObject throws if the initial object has invalid keys"", () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 100, 'column': 25, 'index': 3029}","   98 | test(""Duration.fromObject is valid if providing options only"", () => {
   99 |   const dur = Duration.fromObject({}, { conversionAccuracy: ""longterm"" });
> 100 |   expect(dur.years).toBe(0);
      |                         ^ Magic Number
  101 |   expect(dur.months).toBe(0);
  102 |   expect(dur.days).toBe(0);
  103 |   expect(dur.hours).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 101, 'column': 26, 'index': 3059}","   99 |   const dur = Duration.fromObject({}, { conversionAccuracy: ""longterm"" });
  100 |   expect(dur.years).toBe(0);
> 101 |   expect(dur.months).toBe(0);
      |                          ^ Magic Number
  102 |   expect(dur.days).toBe(0);
  103 |   expect(dur.hours).toBe(0);
  104 |   expect(dur.minutes).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 102, 'column': 24, 'index': 3087}","  100 |   expect(dur.years).toBe(0);
  101 |   expect(dur.months).toBe(0);
> 102 |   expect(dur.days).toBe(0);
      |                        ^ Magic Number
  103 |   expect(dur.hours).toBe(0);
  104 |   expect(dur.minutes).toBe(0);
  105 |   expect(dur.seconds).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 103, 'column': 25, 'index': 3116}","  101 |   expect(dur.months).toBe(0);
  102 |   expect(dur.days).toBe(0);
> 103 |   expect(dur.hours).toBe(0);
      |                         ^ Magic Number
  104 |   expect(dur.minutes).toBe(0);
  105 |   expect(dur.seconds).toBe(0);
  106 |   expect(dur.milliseconds).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 104, 'column': 27, 'index': 3147}","  102 |   expect(dur.days).toBe(0);
  103 |   expect(dur.hours).toBe(0);
> 104 |   expect(dur.minutes).toBe(0);
      |                           ^ Magic Number
  105 |   expect(dur.seconds).toBe(0);
  106 |   expect(dur.milliseconds).toBe(0);
  107 |   expect(dur.isValid).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 105, 'column': 27, 'index': 3178}","  103 |   expect(dur.hours).toBe(0);
  104 |   expect(dur.minutes).toBe(0);
> 105 |   expect(dur.seconds).toBe(0);
      |                           ^ Magic Number
  106 |   expect(dur.milliseconds).toBe(0);
  107 |   expect(dur.isValid).toBe(true);
  108 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/duration/create.test.js,Magic Number,"{'line': 106, 'column': 32, 'index': 3214}","  104 |   expect(dur.minutes).toBe(0);
  105 |   expect(dur.seconds).toBe(0);
> 106 |   expect(dur.milliseconds).toBe(0);
      |                                ^ Magic Number
  107 |   expect(dur.isValid).toBe(true);
  108 | });
  109 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Conditional Test Logic,"{'line': 551, 'column': 2, 'index': 19357}","  549 |   ];
  550 |
> 551 |   for (const i in formats) {
      |  ^ Conditional Test Logic
  552 |     if (Object.prototype.hasOwnProperty.call(formats, i)) {
  553 |       const [format, example] = formats[i],
  554 |         dt = DateTime.fromFormat("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Conditional Test Logic,"{'line': 552, 'column': 4, 'index': 19388}","  550 |
  551 |   for (const i in formats) {
> 552 |     if (Object.prototype.hasOwnProperty.call(formats, i)) {
      |    ^ Conditional Test Logic
  553 |       const [format, example] = formats[i],
  554 |         dt = DateTime.fromFormat(
  555 |           `1982/05/25 09:10:11.445 ${example}`,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Conditional Test Logic,"{'line': 571, 'column': 2, 'index': 19896}","  569 |   ];
  570 |
> 571 |   for (const i in formats) {
      |  ^ Conditional Test Logic
  572 |     if (Object.prototype.hasOwnProperty.call(formats, i)) {
  573 |       const [format, example] = formats[i],
  574 |         dt = DateTime.fromFormat("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Conditional Test Logic,"{'line': 572, 'column': 4, 'index': 19927}","  570 |
  571 |   for (const i in formats) {
> 572 |     if (Object.prototype.hasOwnProperty.call(formats, i)) {
      |    ^ Conditional Test Logic
  573 |       const [format, example] = formats[i],
  574 |         dt = DateTime.fromFormat(
  575 |           `1982/05/25 09:10:11.445 ${example}`,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Conditional Test Logic,"{'line': 759, 'column': 2, 'index': 25283}","  757 |   const sampleDateTime = DateTime.fromMillis(1555555555555);
  758 |
> 759 |   for (const { formats, expectEqual, expectInvalid } of formatGroups) {
      |  ^ Conditional Test Logic
  760 |     for (const locale of [null, ""en-gb"", ""de""]) {
  761 |       for (const format of formats) {
  762 |         const formatted = sampleDateTime.toFormat(format, { locale });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Conditional Test Logic,"{'line': 760, 'column': 4, 'index': 25357}","  758 |
  759 |   for (const { formats, expectEqual, expectInvalid } of formatGroups) {
> 760 |     for (const locale of [null, ""en-gb"", ""de""]) {
      |    ^ Conditional Test Logic
  761 |       for (const format of formats) {
  762 |         const formatted = sampleDateTime.toFormat(format, { locale });
  763 |         const parsed = DateTime.fromFormat(formatted, format, { locale });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Conditional Test Logic,"{'line': 761, 'column': 6, 'index': 25409}","  759 |   for (const { formats, expectEqual, expectInvalid } of formatGroups) {
  760 |     for (const locale of [null, ""en-gb"", ""de""]) {
> 761 |       for (const format of formats) {
      |      ^ Conditional Test Logic
  762 |         const formatted = sampleDateTime.toFormat(format, { locale });
  763 |         const parsed = DateTime.fromFormat(formatted, format, { locale });
  764 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Conditional Test Logic,"{'line': 765, 'column': 8, 'index': 25596}","  763 |         const parsed = DateTime.fromFormat(formatted, format, { locale });
  764 |
> 765 |         if (expectInvalid) {
      |        ^ Conditional Test Logic
  766 |           expect(parsed.isValid).toBe(false);
  767 |         } else {
  768 |           expect(parsed.isValid).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Conditional Test Logic,"{'line': 770, 'column': 10, 'index': 25736}","  768 |           expect(parsed.isValid).toBe(true);
  769 |
> 770 |           for (const key of Object.keys(expectEqual)) {
      |          ^ Conditional Test Logic
  771 |             expect(parsed[key]).toBe(sampleDateTime[key]);
  772 |           }
  773 |         }"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 29, 'column': 2, 'index': 1020}","  27 | test(""DateTime.fromFormat() parses with variable-length input"", () => {
  28 |   let i = DateTime.fromFormat(""1982/05/03 09:07:05.004"", ""y/M/d H:m:s.S"");
> 29 |   expect(i.year).toBe(1982);
     |  ^ Duplicate Assert
  30 |   expect(i.month).toBe(5);
  31 |   expect(i.day).toBe(3);
  32 |   expect(i.hour).toBe(9);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 29, 'column': 2, 'index': 1020}","  27 | test(""DateTime.fromFormat() parses with variable-length input"", () => {
  28 |   let i = DateTime.fromFormat(""1982/05/03 09:07:05.004"", ""y/M/d H:m:s.S"");
> 29 |   expect(i.year).toBe(1982);
     |  ^ Duplicate Assert
  30 |   expect(i.month).toBe(5);
  31 |   expect(i.day).toBe(3);
  32 |   expect(i.hour).toBe(9);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 30, 'column': 2, 'index': 1049}","  28 |   let i = DateTime.fromFormat(""1982/05/03 09:07:05.004"", ""y/M/d H:m:s.S"");
  29 |   expect(i.year).toBe(1982);
> 30 |   expect(i.month).toBe(5);
     |  ^ Duplicate Assert
  31 |   expect(i.day).toBe(3);
  32 |   expect(i.hour).toBe(9);
  33 |   expect(i.minute).toBe(7);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 30, 'column': 2, 'index': 1049}","  28 |   let i = DateTime.fromFormat(""1982/05/03 09:07:05.004"", ""y/M/d H:m:s.S"");
  29 |   expect(i.year).toBe(1982);
> 30 |   expect(i.month).toBe(5);
     |  ^ Duplicate Assert
  31 |   expect(i.day).toBe(3);
  32 |   expect(i.hour).toBe(9);
  33 |   expect(i.minute).toBe(7);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 31, 'column': 2, 'index': 1076}","  29 |   expect(i.year).toBe(1982);
  30 |   expect(i.month).toBe(5);
> 31 |   expect(i.day).toBe(3);
     |  ^ Duplicate Assert
  32 |   expect(i.hour).toBe(9);
  33 |   expect(i.minute).toBe(7);
  34 |   expect(i.second).toBe(5);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 31, 'column': 2, 'index': 1076}","  29 |   expect(i.year).toBe(1982);
  30 |   expect(i.month).toBe(5);
> 31 |   expect(i.day).toBe(3);
     |  ^ Duplicate Assert
  32 |   expect(i.hour).toBe(9);
  33 |   expect(i.minute).toBe(7);
  34 |   expect(i.second).toBe(5);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 32, 'column': 2, 'index': 1101}","  30 |   expect(i.month).toBe(5);
  31 |   expect(i.day).toBe(3);
> 32 |   expect(i.hour).toBe(9);
     |  ^ Duplicate Assert
  33 |   expect(i.minute).toBe(7);
  34 |   expect(i.second).toBe(5);
  35 |   expect(i.millisecond).toBe(4);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 32, 'column': 2, 'index': 1101}","  30 |   expect(i.month).toBe(5);
  31 |   expect(i.day).toBe(3);
> 32 |   expect(i.hour).toBe(9);
     |  ^ Duplicate Assert
  33 |   expect(i.minute).toBe(7);
  34 |   expect(i.second).toBe(5);
  35 |   expect(i.millisecond).toBe(4);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 33, 'column': 2, 'index': 1127}","  31 |   expect(i.day).toBe(3);
  32 |   expect(i.hour).toBe(9);
> 33 |   expect(i.minute).toBe(7);
     |  ^ Duplicate Assert
  34 |   expect(i.second).toBe(5);
  35 |   expect(i.millisecond).toBe(4);
  36 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 33, 'column': 2, 'index': 1127}","  31 |   expect(i.day).toBe(3);
  32 |   expect(i.hour).toBe(9);
> 33 |   expect(i.minute).toBe(7);
     |  ^ Duplicate Assert
  34 |   expect(i.second).toBe(5);
  35 |   expect(i.millisecond).toBe(4);
  36 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 34, 'column': 2, 'index': 1155}","  32 |   expect(i.hour).toBe(9);
  33 |   expect(i.minute).toBe(7);
> 34 |   expect(i.second).toBe(5);
     |  ^ Duplicate Assert
  35 |   expect(i.millisecond).toBe(4);
  36 |
  37 |   i = DateTime.fromFormat(""82/5/3 9:7:5.4"", ""yy/M/d H:m:s.S"");"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 34, 'column': 2, 'index': 1155}","  32 |   expect(i.hour).toBe(9);
  33 |   expect(i.minute).toBe(7);
> 34 |   expect(i.second).toBe(5);
     |  ^ Duplicate Assert
  35 |   expect(i.millisecond).toBe(4);
  36 |
  37 |   i = DateTime.fromFormat(""82/5/3 9:7:5.4"", ""yy/M/d H:m:s.S"");"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 35, 'column': 2, 'index': 1183}","  33 |   expect(i.minute).toBe(7);
  34 |   expect(i.second).toBe(5);
> 35 |   expect(i.millisecond).toBe(4);
     |  ^ Duplicate Assert
  36 |
  37 |   i = DateTime.fromFormat(""82/5/3 9:7:5.4"", ""yy/M/d H:m:s.S"");
  38 |   expect(i.year).toBe(1982);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 35, 'column': 2, 'index': 1183}","  33 |   expect(i.minute).toBe(7);
  34 |   expect(i.second).toBe(5);
> 35 |   expect(i.millisecond).toBe(4);
     |  ^ Duplicate Assert
  36 |
  37 |   i = DateTime.fromFormat(""82/5/3 9:7:5.4"", ""yy/M/d H:m:s.S"");
  38 |   expect(i.year).toBe(1982);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 38, 'column': 2, 'index': 1280}","  36 |
  37 |   i = DateTime.fromFormat(""82/5/3 9:7:5.4"", ""yy/M/d H:m:s.S"");
> 38 |   expect(i.year).toBe(1982);
     |  ^ Duplicate Assert
  39 |   expect(i.month).toBe(5);
  40 |   expect(i.day).toBe(3);
  41 |   expect(i.hour).toBe(9);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 38, 'column': 2, 'index': 1280}","  36 |
  37 |   i = DateTime.fromFormat(""82/5/3 9:7:5.4"", ""yy/M/d H:m:s.S"");
> 38 |   expect(i.year).toBe(1982);
     |  ^ Duplicate Assert
  39 |   expect(i.month).toBe(5);
  40 |   expect(i.day).toBe(3);
  41 |   expect(i.hour).toBe(9);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 39, 'column': 2, 'index': 1309}","  37 |   i = DateTime.fromFormat(""82/5/3 9:7:5.4"", ""yy/M/d H:m:s.S"");
  38 |   expect(i.year).toBe(1982);
> 39 |   expect(i.month).toBe(5);
     |  ^ Duplicate Assert
  40 |   expect(i.day).toBe(3);
  41 |   expect(i.hour).toBe(9);
  42 |   expect(i.minute).toBe(7);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/luxon/test/datetime/tokenParse.test.js,Duplicate Assert,"{'line': 39, 'column': 2, 'index': 1309}","  37 |   i = DateTime.fromFormat(""82/5/3 9:7:5.4"", ""yy/M/d H:m:s.S"");
  38 |   expect(i.year).toBe(1982);
> 39 |   expect(i.month).toBe(5);
