file,type,line,frame
  280 |         expectedResponse.isBase64Encoded = false
> 281 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 281, 'column': 8, 'index': 8873}","  279 |         expectedResponse.body = Buffer.from(samLogoBase64, 'base64')
  280 |         expectedResponse.isBase64Encoded = false
> 281 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 282, 'column': 8, 'index': 8930}","  280 |         expectedResponse.isBase64Encoded = false
  281 |         expect(response.headers.etag).toMatch(etagRegex)
> 282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']
  285 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 282, 'column': 8, 'index': 8930}","  280 |         expectedResponse.isBase64Encoded = false
  281 |         expect(response.headers.etag).toMatch(etagRegex)
> 282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']
  285 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 287, 'column': 8, 'index': 9134}","  285 |         break
  286 |       case 'apiGatewayV2':
> 287 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 287, 'column': 8, 'index': 9134}","  285 |         break
  286 |       case 'apiGatewayV2':
> 287 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 288, 'column': 8, 'index': 9191}","  286 |       case 'apiGatewayV2':
  287 |         expect(response.headers.etag).toMatch(etagRegex)
> 288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']
  291 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 288, 'column': 8, 'index': 9191}","  286 |       case 'apiGatewayV2':
  287 |         expect(response.headers.etag).toMatch(etagRegex)
> 288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']
  291 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 565, 'column': 6, 'index': 17016}","  563 |       loggerError.debug('nocall')
  564 |       loggerError.verbose('nocall')
> 565 |       expect(global.console.warn).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  566 |       expect(global.console.debug).not.toHaveBeenCalled()
  567 |       expect(global.console.info).not.toHaveBeenCalled()
  568 |       expect(global.console.error).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 566, 'column': 6, 'index': 17073}","  564 |       loggerError.verbose('nocall')
  565 |       expect(global.console.warn).not.toHaveBeenCalled()
> 566 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  567 |       expect(global.console.info).not.toHaveBeenCalled()
  568 |       expect(global.console.error).toHaveBeenLastCalledWith({
  569 |         message: 'error'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 566, 'column': 6, 'index': 17073}","  564 |       loggerError.verbose('nocall')
  565 |       expect(global.console.warn).not.toHaveBeenCalled()
> 566 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  567 |       expect(global.console.info).not.toHaveBeenCalled()
  568 |       expect(global.console.error).toHaveBeenLastCalledWith({
  569 |         message: 'error'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 567, 'column': 6, 'index': 17131}","  565 |       expect(global.console.warn).not.toHaveBeenCalled()
  566 |       expect(global.console.debug).not.toHaveBeenCalled()
> 567 |       expect(global.console.info).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  568 |       expect(global.console.error).toHaveBeenLastCalledWith({
  569 |         message: 'error'
  570 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 567, 'column': 6, 'index': 17131}","  565 |       expect(global.console.warn).not.toHaveBeenCalled()
  566 |       expect(global.console.debug).not.toHaveBeenCalled()
> 567 |       expect(global.console.info).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  568 |       expect(global.console.error).toHaveBeenLastCalledWith({
  569 |         message: 'error'
  570 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 568, 'column': 6, 'index': 17188}","  566 |       expect(global.console.debug).not.toHaveBeenCalled()
  567 |       expect(global.console.info).not.toHaveBeenCalled()
> 568 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  569 |         message: 'error'
  570 |       })
  571 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 579, 'column': 6, 'index': 17518}","  577 |       loggerWarn.debug('nocall')
  578 |       loggerWarn.verbose('nocall')
> 579 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  580 |       expect(global.console.info).not.toHaveBeenCalled()
  581 |       expect(global.console.error).toHaveBeenLastCalledWith({
  582 |         message: 'error2'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 579, 'column': 6, 'index': 17518}","  577 |       loggerWarn.debug('nocall')
  578 |       loggerWarn.verbose('nocall')
> 579 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  580 |       expect(global.console.info).not.toHaveBeenCalled()
  581 |       expect(global.console.error).toHaveBeenLastCalledWith({
  582 |         message: 'error2'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 580, 'column': 6, 'index': 17576}","  578 |       loggerWarn.verbose('nocall')
  579 |       expect(global.console.debug).not.toHaveBeenCalled()
> 580 |       expect(global.console.info).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  581 |       expect(global.console.error).toHaveBeenLastCalledWith({
  582 |         message: 'error2'
  583 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 580, 'column': 6, 'index': 17576}","  578 |       loggerWarn.verbose('nocall')
  579 |       expect(global.console.debug).not.toHaveBeenCalled()
> 580 |       expect(global.console.info).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  581 |       expect(global.console.error).toHaveBeenLastCalledWith({
  582 |         message: 'error2'
  583 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 581, 'column': 6, 'index': 17633}","  579 |       expect(global.console.debug).not.toHaveBeenCalled()
  580 |       expect(global.console.info).not.toHaveBeenCalled()
> 581 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  582 |         message: 'error2'
  583 |       })
  584 |       expect(global.console.warn).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 584, 'column': 6, 'index': 17730}","  582 |         message: 'error2'
  583 |       })
> 584 |       expect(global.console.warn).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  585 |         message: 'warn2'
  586 |       })
  587 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 595, 'column': 6, 'index': 18058}","  593 |       loggerInfo.debug('nocall')
  594 |       loggerInfo.verbose('nocall')
> 595 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  596 |       expect(global.console.error).toHaveBeenLastCalledWith({
  597 |         message: 'error3'
  598 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 595, 'column': 6, 'index': 18058}","  593 |       loggerInfo.debug('nocall')
  594 |       loggerInfo.verbose('nocall')
> 595 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  596 |       expect(global.console.error).toHaveBeenLastCalledWith({
  597 |         message: 'error3'
  598 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 596, 'column': 6, 'index': 18116}","  594 |       loggerInfo.verbose('nocall')
  595 |       expect(global.console.debug).not.toHaveBeenCalled()
> 596 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  597 |         message: 'error3'
  598 |       })
  599 |       expect(global.console.warn).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 599, 'column': 6, 'index': 18213}","  597 |         message: 'error3'
  598 |       })
> 599 |       expect(global.console.warn).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  600 |         message: 'warn3'
  601 |       })
  602 |       expect(global.console.info).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 602, 'column': 6, 'index': 18308}","  600 |         message: 'warn3'
  601 |       })
> 602 |       expect(global.console.info).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  603 |         message: 'info3'
  604 |       })
  605 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 613, 'column': 6, 'index': 18659}","  611 |       loggerVerbose.verbose('verbose4')
  612 |       loggerVerbose.debug('nocall')
> 613 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  614 |         message: 'error4'
  615 |       })
  616 |       expect(global.console.warn).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 616, 'column': 6, 'index': 18756}","  614 |         message: 'error4'
  615 |       })
> 616 |       expect(global.console.warn).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  617 |         message: 'warn4'
  618 |       })
  619 |       expect(global.console.info).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 619, 'column': 6, 'index': 18851}","  617 |         message: 'warn4'
  618 |       })
> 619 |       expect(global.console.info).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  620 |         message: 'info4'
  621 |       })
  622 |       expect(global.console.debug).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 622, 'column': 6, 'index': 18946}","  620 |         message: 'info4'
  621 |       })
> 622 |       expect(global.console.debug).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  623 |         message: 'verbose4'
  624 |       })
  625 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 633, 'column': 6, 'index': 19287}","  631 |       loggerDebug.verbose('verbose5')
  632 |       loggerDebug.debug('debug5')
> 633 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  634 |         message: 'error5'
  635 |       })
  636 |       expect(global.console.warn).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 636, 'column': 6, 'index': 19384}","  634 |         message: 'error5'
  635 |       })
> 636 |       expect(global.console.warn).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  637 |         message: 'warn5'
  638 |       })
  639 |       expect(global.console.info).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 639, 'column': 6, 'index': 19479}","  637 |         message: 'warn5'
  638 |       })
> 639 |       expect(global.console.info).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  640 |         message: 'info5'
  641 |       })
  642 |       expect(global.console.debug).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 642, 'column': 6, 'index': 19574}","  640 |         message: 'info5'
  641 |       })
> 642 |       expect(global.console.debug).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  643 |         message: 'debug5'
  644 |       })
  645 |     })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 655, 'column': 6, 'index': 19958}","  653 |       logger.debug('array', ['message'])
  654 |
> 655 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  656 |         1,
  657 |         {
  658 |           message: 'simple message'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 661, 'column': 6, 'index': 20093}","  659 |         }
  660 |       )
> 661 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  662 |         2,
  663 |         {
  664 |           message: 'debug',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 669, 'column': 6, 'index': 20264}","  667 |         }
  668 |       )
> 669 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  670 |         3,
  671 |         {
  672 |           message: 'debug'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 675, 'column': 6, 'index': 20390}","  673 |         }
  674 |       )
> 675 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  676 |         4,
  677 |         {
  678 |           message: 'array',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Ignored Test,"{'line': 423, 'column': 7, 'index': 13127}","  421 |   })
  422 |
> 423 |   test.skip('respondToEventSourceWithError', async () => {
      |       ^ Ignored Test
  424 |     const response = await serverlessExpressInstance(null)
  425 |     expect(response).toEqual({
  426 |       statusCode: 500,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 270, 'column': 63, 'index': 8318}","  268 |       case 'alb':
  269 |       case 'apiGatewayV1':
> 270 |         expect(response.multiValueHeaders.etag.length).toEqual(1)
      |                                                               ^ Magic Number
  271 |         expect(response.multiValueHeaders.etag[0]).toMatch(etagRegex)
  272 |         expect(response.multiValueHeaders['last-modified'].length).toEqual(1)
  273 |         expect(response.multiValueHeaders['last-modified'][0]).toMatch(lastModifiedRegex)"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 272, 'column': 75, 'index': 8466}","  270 |         expect(response.multiValueHeaders.etag.length).toEqual(1)
  271 |         expect(response.multiValueHeaders.etag[0]).toMatch(etagRegex)
> 272 |         expect(response.multiValueHeaders['last-modified'].length).toEqual(1)
      |                                                                           ^ Magic Number
  273 |         expect(response.multiValueHeaders['last-modified'][0]).toMatch(lastModifiedRegex)
  274 |         delete response.multiValueHeaders.etag
  275 |         delete response.multiValueHeaders['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 293, 'column': 53, 'index': 9438}","  291 |         break
  292 |       case 'lambdaEdge':
> 293 |         expect(response.headers.etag.length).toEqual(1)
      |                                                     ^ Magic Number
  294 |         expect(response.headers.etag[0].key).toMatch('etag')
  295 |         expect(response.headers.etag[0].value).toMatch(etagRegex)
  296 |         expect(response.headers['last-modified'].length).toEqual(1)"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 296, 'column': 65, 'index': 9633}","  294 |         expect(response.headers.etag[0].key).toMatch('etag')
  295 |         expect(response.headers.etag[0].value).toMatch(etagRegex)
> 296 |         expect(response.headers['last-modified'].length).toEqual(1)
      |                                                                 ^ Magic Number
  297 |         expect(response.headers['last-modified'][0].key).toMatch('last-modified')
  298 |         expect(response.headers['last-modified'][0].value).toMatch(lastModifiedRegex)
  299 |         delete response.headers.etag"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 544, 'column': 56, 'index': 16341}","  542 |       await serverlessExpressInstance(event)
  543 |
> 544 |       expect(customLogger.debug.mock.calls.length).toBe(6)
      |                                                        ^ Magic Number
  545 |
  546 |       // TODO: test log levels
  547 |       // customLogger.level = 'error'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Mystery Guest,"{'column': 25, 'line': 252}","  250 |     const response = await serverlessExpressInstance(event)
  251 |
> 252 |     const samLogoImage = fs.readFileSync(samLogoPath)
      |                         ^ Mystery Guest
  253 |     const samLogoBase64 = Buffer.from(samLogoImage).toString('base64')
  254 |     const expectedResponse = makeResponse({
  255 |       eventSourceName,"
